count,faces,points,x-range,y-range
728,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[184, 345], [184, 173], [361, 319], [361, 147], [321, 342], [321, 169], [145, 368], [145, 195]]",216,221
729,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[182, 355], [182, 178], [356, 331], [356, 154], [317, 354], [317, 177], [142, 378], [142, 201]]",214,224
730,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[178, 357], [178, 185], [355, 331], [355, 159], [319, 352], [319, 180], [142, 378], [142, 205]]",213,219
731,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[176, 359], [176, 187], [351, 333], [351, 161], [312, 356], [312, 183], [137, 382], [137, 210]]",214,221
732,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[171, 365], [171, 193], [348, 340], [348, 167], [311, 361], [311, 188], [134, 386], [134, 214]]",214,219
733,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[173, 368], [173, 194], [346, 343], [346, 168], [320, 364], [320, 190], [146, 390], [146, 216]]",200,222
734,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[173, 368], [173, 194], [346, 343], [346, 168], [320, 364], [320, 190], [146, 390], [146, 216]]",200,222
735,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[173, 373], [173, 199], [346, 348], [346, 173], [320, 369], [320, 195], [146, 395], [146, 221]]",200,222
736,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[171, 373], [171, 199], [345, 348], [345, 173], [318, 369], [318, 195], [145, 395], [145, 221]]",200,222
737,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[171, 374], [171, 200], [345, 348], [345, 174], [313, 371], [313, 197], [139, 397], [139, 223]]",206,223
738,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[169, 375], [169, 201], [343, 349], [343, 175], [314, 372], [314, 198], [140, 398], [140, 224]]",203,223
739,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[168, 376], [168, 202], [342, 351], [342, 176], [309, 374], [309, 199], [135, 400], [135, 225]]",207,224
740,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[171, 372], [171, 198], [338, 345], [338, 171], [302, 364], [302, 190], [135, 392], [135, 217]]",203,221
741,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[173, 369], [173, 195], [340, 350], [340, 175], [314, 371], [314, 197], [146, 391], [146, 216]]",194,216
742,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[169, 370], [169, 195], [343, 344], [343, 169], [312, 366], [312, 190], [138, 392], [138, 216]]",205,223
743,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[168, 365], [168, 191], [342, 339], [342, 165], [313, 363], [313, 188], [139, 389], [139, 214]]",203,224
744,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[170, 369], [170, 200], [340, 331], [340, 161], [302, 358], [302, 188], [131, 396], [131, 226]]",209,235
745,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[170, 369], [170, 200], [340, 331], [340, 161], [302, 358], [302, 188], [131, 396], [131, 226]]",209,235
746,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[172, 362], [172, 192], [342, 324], [342, 154], [303, 351], [303, 180], [133, 389], [133, 219]]",209,235
747,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[177, 361], [177, 192], [340, 325], [340, 155], [307, 352], [307, 182], [145, 389], [145, 219]]",195,234
748,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[177, 364], [177, 194], [340, 319], [340, 149], [304, 346], [304, 176], [142, 392], [142, 221]]",198,243
749,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[178, 363], [178, 194], [340, 314], [340, 144], [310, 337], [310, 167], [147, 386], [147, 216]]",193,242
750,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[176, 361], [176, 182], [338, 322], [338, 143], [303, 346], [303, 167], [141, 385], [141, 206]]",197,242
751,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[174, 354], [174, 178], [338, 325], [338, 150], [300, 352], [300, 176], [135, 381], [135, 205]]",203,231
752,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[176, 364], [176, 194], [336, 313], [336, 143], [305, 340], [305, 169], [145, 391], [145, 221]]",191,248
753,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[173, 364], [173, 192], [334, 318], [334, 145], [302, 343], [302, 170], [140, 389], [140, 216]]",194,244
754,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[172, 361], [172, 185], [332, 326], [332, 149], [296, 352], [296, 175], [137, 388], [137, 211]]",195,239
755,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[168, 367], [168, 187], [331, 329], [331, 150], [302, 348], [302, 171], [141, 385], [141, 208]]",190,235
756,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[166, 395], [166, 217], [328, 312], [328, 134], [277, 319], [277, 141], [116, 403], [116, 224]]",212,269
757,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[164, 392], [164, 214], [327, 313], [327, 135], [285, 321], [285, 143], [122, 400], [122, 222]]",205,265
758,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[163, 399], [163, 221], [325, 316], [325, 138], [277, 324], [277, 145], [116, 407], [116, 229]]",209,269
759,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[161, 405], [161, 227], [322, 322], [322, 144], [273, 330], [273, 152], [112, 413], [112, 235]]",210,269
760,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[161, 407], [161, 229], [323, 324], [323, 146], [272, 332], [272, 153], [110, 415], [110, 237]]",213,269
761,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[158, 410], [158, 232], [324, 334], [324, 156], [279, 329], [279, 151], [113, 405], [113, 227]]",211,259
762,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[158, 421], [158, 240], [320, 338], [320, 157], [273, 346], [273, 165], [111, 429], [111, 248]]",209,272
763,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[154, 413], [154, 235], [326, 348], [326, 170], [275, 356], [275, 177], [103, 421], [103, 243]]",223,251
764,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[157, 417], [157, 240], [327, 342], [327, 164], [276, 350], [276, 171], [106, 425], [106, 247]]",221,261
765,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[160, 425], [160, 247], [328, 338], [328, 160], [278, 345], [278, 167], [109, 432], [109, 254]]",219,272
766,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[161, 425], [161, 248], [331, 338], [331, 160], [281, 345], [281, 167], [110, 433], [110, 255]]",221,273
767,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[166, 410], [166, 227], [335, 361], [335, 179], [305, 395], [305, 216], [139, 443], [139, 264]]",196,264
768,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[176, 412], [176, 229], [345, 363], [345, 181], [315, 397], [315, 219], [149, 445], [149, 266]]",196,264
769,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[175, 423], [175, 239], [350, 360], [350, 178], [309, 391], [309, 213], [138, 452], [138, 273]]",212,274
770,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[183, 440], [183, 254], [357, 347], [357, 162], [304, 334], [304, 148], [129, 426], [129, 240]]",228,292
771,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[183, 440], [183, 254], [357, 347], [357, 162], [304, 334], [304, 148], [129, 426], [129, 240]]",228,292
772,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[188, 443], [188, 257], [362, 351], [362, 165], [309, 338], [309, 152], [134, 430], [134, 244]]",228,291
773,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[190, 440], [190, 254], [364, 347], [364, 162], [311, 334], [311, 148], [137, 426], [137, 240]]",227,292
774,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[191, 440], [191, 254], [365, 348], [365, 162], [312, 335], [312, 149], [137, 427], [137, 241]]",228,291
775,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[194, 434], [194, 249], [368, 342], [368, 157], [314, 329], [314, 143], [140, 421], [140, 235]]",228,291
776,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[193, 432], [193, 246], [367, 340], [367, 154], [314, 327], [314, 141], [139, 419], [139, 233]]",228,291
777,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[193, 434], [193, 248], [367, 342], [367, 156], [314, 328], [314, 142], [139, 420], [139, 234]]",228,292
778,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[193, 432], [193, 246], [367, 340], [367, 154], [314, 327], [314, 141], [139, 419], [139, 233]]",228,291
779,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[192, 421], [192, 235], [368, 344], [368, 158], [314, 333], [314, 147], [137, 410], [137, 223]]",231,274
780,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[191, 419], [191, 228], [371, 354], [371, 163], [324, 338], [324, 147], [144, 403], [144, 211]]",227,272
781,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[191, 422], [191, 234], [368, 351], [368, 164], [321, 334], [321, 147], [144, 406], [144, 218]]",224,275
782,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[191, 419], [191, 228], [371, 354], [371, 163], [324, 338], [324, 147], [144, 403], [144, 211]]",227,272
783,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[191, 419], [191, 228], [371, 354], [371, 163], [324, 338], [324, 147], [144, 403], [144, 211]]",227,272
784,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[191, 419], [191, 228], [371, 354], [371, 163], [324, 338], [324, 147], [144, 403], [144, 211]]",227,272
785,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[191, 419], [191, 228], [371, 354], [371, 163], [324, 338], [324, 147], [144, 403], [144, 211]]",227,272
786,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[191, 419], [191, 228], [371, 354], [371, 163], [324, 338], [324, 147], [144, 403], [144, 211]]",227,272
787,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[191, 419], [191, 228], [371, 354], [371, 163], [324, 338], [324, 147], [144, 403], [144, 211]]",227,272
788,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[191, 419], [191, 228], [371, 354], [371, 163], [324, 338], [324, 147], [144, 403], [144, 211]]",227,272
789,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[191, 419], [191, 228], [371, 354], [371, 163], [324, 338], [324, 147], [144, 403], [144, 211]]",227,272
790,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[194, 420], [194, 226], [373, 356], [373, 161], [326, 339], [326, 145], [146, 404], [146, 209]]",227,275
791,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[191, 422], [191, 223], [371, 358], [371, 158], [324, 341], [324, 142], [144, 406], [144, 206]]",227,280
792,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[194, 418], [194, 221], [371, 354], [371, 157], [324, 338], [324, 140], [146, 402], [146, 204]]",225,278
793,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[191, 419], [191, 221], [371, 354], [371, 156], [324, 338], [324, 140], [144, 403], [144, 204]]",227,279
794,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[194, 431], [194, 234], [372, 345], [372, 148], [317, 327], [317, 129], [138, 413], [138, 215]]",234,302
795,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[194, 427], [194, 229], [374, 341], [374, 144], [325, 324], [325, 126], [145, 410], [145, 212]]",229,301
796,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[195, 442], [195, 240], [373, 327], [373, 125], [309, 299], [309, 97], [131, 414], [131, 212]]",242,345
797,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[195, 442], [195, 240], [372, 338], [372, 136], [308, 310], [308, 108], [131, 414], [131, 212]]",241,334
798,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[194, 442], [194, 241], [372, 337], [372, 135], [315, 306], [315, 104], [137, 411], [137, 209]]",235,338
799,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[193, 442], [193, 240], [371, 327], [371, 125], [309, 299], [309, 97], [131, 414], [131, 212]]",240,345
800,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[192, 431], [192, 232], [375, 334], [375, 134], [316, 309], [316, 109], [133, 406], [133, 206]]",242,322
801,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[190, 440], [190, 238], [370, 337], [370, 135], [311, 309], [311, 106], [131, 412], [131, 210]]",239,334
802,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[193, 439], [193, 237], [371, 324], [371, 123], [308, 298], [308, 96], [130, 412], [130, 210]]",241,343
803,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[190, 446], [190, 238], [371, 328], [371, 120], [323, 296], [323, 88], [142, 414], [142, 206]]",229,358
804,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[191, 438], [191, 236], [369, 324], [369, 122], [306, 296], [306, 93], [127, 410], [127, 208]]",242,345
805,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[188, 438], [188, 236], [366, 324], [366, 122], [303, 296], [303, 93], [124, 410], [124, 208]]",242,345
806,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[189, 428], [189, 227], [365, 329], [365, 127], [302, 301], [302, 98], [126, 400], [126, 198]]",239,330
807,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[188, 441], [188, 231], [361, 322], [361, 111], [313, 291], [313, 81], [140, 411], [140, 201]]",221,360
808,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[184, 437], [184, 232], [357, 317], [357, 112], [309, 287], [309, 82], [136, 407], [136, 202]]",221,355
809,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[180, 434], [180, 224], [360, 329], [360, 119], [313, 300], [313, 90], [133, 405], [133, 195]]",227,344
810,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[180, 436], [180, 226], [353, 316], [353, 106], [305, 286], [305, 76], [132, 406], [132, 196]]",221,360
811,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[178, 428], [178, 218], [351, 321], [351, 111], [299, 282], [299, 71], [126, 389], [126, 179]]",225,357
812,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[176, 431], [176, 221], [350, 311], [350, 101], [299, 284], [299, 74], [126, 404], [126, 194]]",224,357
813,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[175, 427], [175, 217], [348, 307], [348, 97], [295, 280], [295, 70], [122, 400], [122, 190]]",226,357
814,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[173, 429], [173, 219], [346, 309], [346, 99], [295, 282], [295, 71], [122, 402], [122, 192]]",224,358
815,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[171, 428], [171, 218], [344, 308], [344, 98], [294, 281], [294, 71], [121, 401], [121, 191]]",223,357
816,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[170, 428], [170, 218], [343, 308], [343, 98], [292, 280], [292, 70], [119, 400], [119, 190]]",224,358
817,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[171, 424], [171, 214], [344, 304], [344, 94], [294, 277], [294, 66], [121, 397], [121, 187]]",223,358
818,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[171, 425], [171, 215], [344, 306], [344, 95], [294, 278], [294, 68], [121, 398], [121, 188]]",223,357
819,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[171, 424], [171, 214], [344, 304], [344, 94], [289, 277], [289, 66], [115, 397], [115, 187]]",229,358
820,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[169, 423], [169, 213], [342, 303], [342, 93], [292, 275], [292, 65], [118, 395], [118, 185]]",224,358
821,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[170, 425], [170, 215], [343, 306], [343, 95], [292, 278], [292, 68], [119, 398], [119, 188]]",224,357
822,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[171, 425], [171, 215], [344, 305], [344, 95], [293, 277], [293, 67], [120, 397], [120, 187]]",224,358
823,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[172, 418], [172, 208], [344, 309], [344, 99], [294, 282], [294, 71], [121, 391], [121, 181]]",223,347
824,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[171, 425], [171, 215], [344, 305], [344, 95], [293, 277], [293, 67], [120, 397], [120, 187]]",224,358
825,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[173, 421], [173, 211], [346, 301], [346, 91], [293, 274], [293, 63], [120, 394], [120, 184]]",226,358
826,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[172, 423], [172, 213], [345, 303], [345, 93], [289, 274], [289, 63], [115, 394], [115, 184]]",230,360
827,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[171, 420], [171, 210], [344, 300], [344, 90], [294, 273], [294, 63], [121, 393], [121, 183]]",223,357
828,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[173, 421], [173, 211], [346, 301], [346, 91], [295, 274], [295, 63], [122, 394], [122, 184]]",224,358
829,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[171, 420], [171, 210], [344, 300], [344, 90], [293, 272], [293, 62], [120, 392], [120, 182]]",224,358
830,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[170, 418], [170, 208], [343, 298], [343, 88], [292, 271], [292, 61], [119, 391], [119, 181]]",224,357
831,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[172, 418], [172, 208], [345, 298], [345, 88], [294, 271], [294, 61], [121, 391], [121, 181]]",224,357
832,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[174, 417], [174, 207], [347, 297], [347, 87], [297, 269], [297, 59], [123, 389], [123, 179]]",224,358
833,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[174, 412], [174, 202], [347, 292], [347, 82], [297, 264], [297, 54], [123, 384], [123, 174]]",224,358
834,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[176, 408], [176, 198], [350, 288], [350, 78], [299, 261], [299, 50], [126, 381], [126, 171]]",224,358
835,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[176, 412], [176, 195], [349, 292], [349, 75], [298, 265], [298, 47], [125, 385], [125, 168]]",224,365
836,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[176, 407], [176, 194], [349, 287], [349, 74], [298, 259], [298, 46], [125, 379], [125, 166]]",224,361
837,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[177, 402], [177, 185], [350, 281], [350, 64], [300, 253], [300, 37], [126, 374], [126, 158]]",224,365
838,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[177, 392], [177, 183], [350, 272], [350, 63], [300, 245], [300, 36], [126, 365], [126, 156]]",224,356
839,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[176, 409], [176, 180], [346, 287], [346, 57], [287, 279], [287, 49], [118, 401], [118, 172]]",228,360
840,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[171, 396], [171, 174], [342, 284], [342, 61], [290, 254], [290, 31], [120, 367], [120, 144]]",222,365
841,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[172, 392], [172, 175], [345, 272], [345, 55], [289, 239], [289, 22], [116, 359], [116, 142]]",229,370
842,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[171, 391], [171, 169], [342, 281], [342, 61], [289, 247], [289, 25], [115, 358], [115, 133]]",227,366
843,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[166, 390], [166, 168], [338, 280], [338, 60], [285, 246], [285, 24], [111, 357], [111, 133]]",227,366
844,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[166, 387], [166, 165], [337, 276], [337, 57], [284, 242], [284, 20], [110, 354], [110, 129]]",227,367
845,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[163, 389], [163, 167], [336, 277], [336, 57], [279, 244], [279, 22], [103, 357], [103, 133]]",233,367
846,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[160, 382], [160, 160], [337, 268], [337, 49], [284, 234], [284, 12], [105, 349], [105, 125]]",232,370
847,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[160, 384], [160, 162], [339, 261], [339, 41], [270, 233], [270, 11], [89, 357], [89, 133]]",250,373
848,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[161, 387], [161, 165], [336, 268], [336, 48], [284, 234], [284, 12], [106, 354], [106, 129]]",230,375
849,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[157, 380], [157, 158], [338, 278], [338, 58], [286, 244], [286, 22], [102, 347], [102, 122]]",236,358
850,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[162, 384], [162, 162], [335, 273], [335, 53], [281, 239], [281, 17], [105, 351], [105, 126]]",230,367
851,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[157, 385], [157, 163], [335, 271], [335, 51], [272, 233], [272, 11], [91, 348], [91, 124]]",244,374
852,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[157, 390], [157, 168], [338, 262], [338, 42], [285, 228], [285, 6], [102, 356], [102, 132]]",236,384
853,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[160, 388], [160, 161], [338, 262], [338, 38], [285, 228], [285, 1], [105, 354], [105, 126]]",233,387
854,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[162, 387], [162, 165], [340, 254], [340, 34], [288, 220], [288, -1], [107, 354], [107, 130]]",233,388
855,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[161, 360], [161, 129], [341, 285], [341, 60], [299, 240], [299, 10], [114, 315], [114, 80]]",227,350
